"outcome","patient_char","bin","mkt","mean","sd","l_95","u_95"
"ch_dist","age","(45.4,54]",11,-0.0118922773111695,0.00317111816275055,-0.0181076689101606,-0.00567688571217843
"ch_dist","age","[11,19.6]",2,-0.0224108371534895,0.000258970454988979,-0.0229184192452679,-0.0219032550617111
"ch_dist","age","[11,19.6]",3,-0.00994183920069004,0.000272986362124008,-0.0104768924704531,-0.00940678593092698
"ch_dist","age","[11,19.6]",4,-0.0300977936485059,0.00172629374922642,-0.0334813293969897,-0.0267142579000221
"ch_dist","age","[11,19.6]",5,-0.0176591612439612,0.00016032450039446,-0.0179733972647344,-0.0173449252231881
"ch_dist","age","[11,19.6]",6,-0.00732867533664491,0.000532802117716658,-0.00837296748736956,-0.00628438318592026
"ch_dist","age","[11,19.6]",7,-0.0113720550106018,0.000212546432119263,-0.0117886460175555,-0.010955464003648
"ch_dist","age","[11,19.6]",8,-0.0229445617586574,0.000373784203743988,-0.0236771787979956,-0.0222119447193192
"ch_dist","age","[11,19.6]",10,-0.0113154393596169,0.000275569991981145,-0.0118555565439,-0.0107753221753339
"ch_dist","age","[11,19.6]",11,-0.0213030318142654,0.00148530068755093,-0.0242142211618652,-0.0183918424666656
"ch_peri","age","(19.6,28.2]",2,0.124115165855617,0.00361676079020712,0.117026314706811,0.131204017004423
"ch_peri","age","(19.6,28.2]",4,0.140251120473801,0.00385907472538257,0.132687334012051,0.147814906935551
"ch_peri","age","(19.6,28.2]",5,0.160139460593257,0.00411835677708214,0.152067481310176,0.168211439876338
"ch_peri","age","(19.6,28.2]",7,0.0790743671436485,0.00770584874365213,0.0639709036060903,0.0941778306812067
"ch_peri","age","(19.6,28.2]",8,0.205645908207123,0.0042341567218981,0.197346961032203,0.213944855382043
"ch_peri","age","(19.6,28.2]",10,0.0604832281738047,0.00301712859889844,0.0545696561199638,0.0663968002276457
"ch_peri","age","(19.6,28.2]",11,-0.0178775977337482,0.00407957222306597,-0.0258735592909574,-0.00988163617653885
"ch_peri","age","(28.2,36.8]",2,0.199510399411801,0.00384311117567094,0.191977901507486,0.207042897316116
"ch_peri","age","(28.2,36.8]",4,0.147891571008084,0.00458898154635846,0.138897167177222,0.156885974838947
